date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Atemoya,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Belgian Endive,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Boysenberries,Broccoflower,Broccoli,Brussels Sprouts,Cabbage,Cactus Pear,Cantaloupe,Carambola,Carrots,Casaba Melon,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Dried Plums,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Madarins,Malanga,Mandarin Oranges,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Ugli Fruit,Water Chestnuts,Watercress,Watermelon,Waxed Beans,Yams,Yellow Squash,Cassava,Zucchini Squash
2016-10-01,53,90,22,39,76,36,21,42,24,84,55,54,70,54,60,100,26,20,59,18,4,26,64,39,62,29,25,36,67,12,57,62,73,43,18,18,51,79,24,22,79,25,50,53,59,78,59,37,65,10,27,64,32,18,48,99,60,35,43,14,43,45,50,3,28,59,56,60,11,72,56,38,23,37,0,19,34,42,13,71,69,9,36,48,33,56,53,29,52,78,59,69,43,62,51,37,40,37,60,79,16,92,74,44,44,92,32,85,15,2,37,34,46,58,45,91,27,50,23,31,54,17,39,57,18,30,32,23,0,10,32,21,32
2016-11-01,46,80,26,55,42,39,13,40,17,76,88,90,71,46,53,77,26,21,56,18,6,26,88,90,58,20,17,39,84,6,71,77,72,46,25,29,100,25,80,22,83,17,36,58,68,66,78,34,90,9,37,50,90,86,100,88,47,26,73,12,47,41,55,6,24,54,68,72,10,67,57,37,17,30,0,21,71,40,16,83,62,9,21,64,54,51,84,25,13,73,61,56,100,69,63,26,72,87,44,67,52,12,56,55,41,78,34,67,11,2,72,94,48,71,84,81,21,89,94,29,67,24,33,77,17,81,32,17,13,97,22,11,24
2016-12-01,43,44,29,82,41,37,18,41,33,76,67,68,56,61,50,82,27,23,50,6,9,9,73,63,54,27,17,44,71,6,54,63,47,55,27,32,60,17,47,20,71,22,36,72,58,41,82,33,77,8,51,41,59,35,61,77,57,37,31,11,32,42,48,9,17,67,63,76,10,74,60,34,16,30,0,13,64,28,12,73,53,6,17,51,73,45,66,25,12,81,64,51,36,62,65,25,59,54,36,68,44,3,49,57,37,72,33,70,10,2,48,57,38,82,64,45,25,68,34,33,89,20,32,52,15,64,32,16,12,23,19,18,21
2017-01-01,65,36,26,44,63,42,9,77,35,90,83,75,72,56,77,81,53,40,71,8,7,12,82,44,85,18,32,53,87,6,91,80,69,55,19,50,80,16,25,30,68,35,47,67,71,35,71,29,72,15,58,48,47,26,60,76,83,42,31,22,32,68,65,7,22,89,60,86,13,86,60,36,26,33,0,27,79,37,19,84,65,15,33,55,85,54,74,28,17,65,90,72,14,64,73,27,27,44,36,87,53,2,22,68,56,87,42,90,12,3,50,36,63,76,60,53,36,54,28,61,70,28,45,58,24,58,42,20,12,10,29,16,34
2017-02-01,61,32,26,53,38,59,15,71,37,89,78,61,69,40,76,56,36,39,61,6,12,6,68,41,67,19,32,40,74,9,80,74,64,47,24,33,46,16,17,28,60,26,42,67,59,29,71,28,67,16,56,56,38,20,55,80,52,51,46,18,40,72,57,6,22,84,49,84,13,74,56,32,30,40,0,21,67,54,17,79,71,18,35,51,68,47,56,32,21,54,69,74,11,64,73,39,24,38,26,74,34,2,25,48,45,70,49,82,12,3,46,40,58,73,52,40,48,52,23,54,65,28,43,50,32,52,44,20,13,7,23,14,29
2017-03-01,60,36,31,36,67,85,25,64,26,94,81,61,75,64,76,53,59,39,62,8,9,12,68,40,98,25,42,37,82,11,71,71,77,64,21,26,67,17,15,34,67,31,47,62,72,40,66,29,61,13,49,61,38,18,59,96,49,86,37,20,40,75,58,10,20,88,64,85,15,78,68,47,61,32,40,28,72,59,23,77,63,24,37,53,71,58,51,63,22,58,76,72,12,75,74,40,23,39,33,89,15,2,24,55,55,75,45,94,16,3,43,32,68,69,53,36,54,57,22,60,64,27,49,49,44,46,49,26,0,7,23,23,33
2017-04-01,66,36,32,41,57,91,25,68,23,94,75,68,78,52,73,69,71,38,64,20,14,15,65,45,67,21,55,29,83,6,64,67,73,70,23,56,57,26,16,43,75,33,45,63,62,68,70,30,67,18,44,67,49,32,57,92,47,70,53,22,37,80,54,10,22,81,78,85,18,85,69,41,85,33,0,15,71,68,32,99,62,17,43,58,60,60,47,100,25,53,86,68,11,94,85,40,24,45,29,88,7,2,19,64,67,83,51,81,41,4,37,38,72,69,60,32,67,65,26,65,57,40,58,46,35,51,49,33,0,12,29,23,35
2017-05-01,75,33,38,38,60,68,28,77,29,89,59,59,65,60,78,69,55,49,66,6,10,9,63,37,66,21,64,21,67,12,64,63,62,56,46,40,57,36,15,51,54,28,44,56,56,76,57,29,58,19,43,62,38,21,58,85,45,84,49,19,26,80,53,5,29,79,60,77,17,76,71,36,54,40,0,13,55,79,51,83,71,28,43,60,43,47,38,87,32,51,77,69,13,99,52,43,21,36,42,68,4,2,25,67,79,70,53,76,77,3,28,32,66,66,47,32,82,56,20,32,45,54,68,42,30,58,49,58,12,7,35,11,40
2017-06-01,64,31,70,34,48,60,15,78,38,91,78,61,75,53,76,64,76,61,85,12,15,7,63,27,62,25,83,23,69,43,66,65,59,42,63,43,52,42,14,62,67,21,47,65,62,55,67,49,61,25,37,75,41,22,66,98,50,86,53,24,24,77,57,4,68,63,44,83,19,75,96,56,40,61,0,19,58,86,74,74,74,53,54,67,31,59,43,72,60,44,90,80,7,100,86,62,25,35,40,67,4,2,32,68,94,66,77,84,66,4,28,36,81,67,44,40,82,51,19,19,35,49,80,45,23,44,42,80,0,6,53,13,60
2017-07-01,73,31,58,38,45,49,15,84,26,91,84,72,88,44,90,75,83,80,63,12,15,10,65,17,69,31,87,40,67,40,71,63,59,68,86,40,52,55,14,96,68,18,63,48,74,39,68,59,65,29,40,75,49,25,63,95,46,96,51,23,33,80,60,2,83,52,43,84,17,79,100,65,26,71,0,24,39,78,42,81,68,58,86,99,29,98,46,67,90,48,98,92,11,90,77,85,24,36,57,83,3,2,24,63,71,73,80,74,39,4,25,33,69,66,43,49,59,64,19,27,31,57,95,42,17,36,38,98,13,7,79,19,90
2017-08-01,59,36,43,34,58,39,33,79,19,89,73,71,84,43,84,72,61,61,57,17,9,6,61,29,62,42,77,44,65,49,66,60,62,52,43,30,52,47,16,77,65,22,75,56,51,29,61,86,64,32,31,85,51,24,53,91,39,100,27,19,24,66,50,5,43,56,40,69,14,90,73,58,23,54,0,23,35,55,21,78,51,52,81,84,31,74,26,58,89,63,76,93,7,74,62,81,19,35,81,76,3,4,33,48,50,66,54,64,27,3,28,28,71,60,40,47,42,73,19,24,28,75,86,37,17,49,38,67,25,7,72,14,76
2017-09-01,51,74,29,35,90,34,15,58,27,83,65,64,72,56,72,79,34,31,55,11,9,0,58,32,61,23,47,44,64,29,66,60,67,42,22,35,49,50,16,44,62,36,67,44,58,35,59,66,61,11,32,83,42,22,47,91,48,77,35,17,25,52,44,5,35,48,47,66,12,74,70,55,18,37,0,26,49,43,16,74,61,28,55,56,32,44,39,45,43,85,65,86,21,64,55,73,24,36,81,82,4,17,41,53,47,69,38,66,21,3,30,32,51,56,39,55,30,57,21,32,20,48,61,41,17,35,34,39,12,8,41,18,43
2017-10-01,64,86,24,34,75,37,19,49,32,88,73,62,69,47,73,66,35,26,63,13,11,9,61,32,66,33,32,35,71,17,69,65,77,55,19,27,52,95,23,26,71,25,55,59,66,62,55,46,65,15,33,66,38,25,56,94,58,49,37,15,39,49,50,6,39,50,58,60,12,85,68,45,24,33,0,11,47,49,13,73,80,11,45,50,36,35,55,39,22,78,61,81,44,64,64,42,39,39,56,73,8,90,71,55,52,79,37,86,14,3,40,37,40,60,48,89,28,50,25,32,45,29,43,53,20,44,42,25,12,10,30,15,29
2017-11-01,45,87,31,51,47,50,7,46,28,85,90,93,71,50,59,59,32,26,53,14,4,9,95,87,65,18,23,29,94,11,75,90,86,47,28,35,93,27,83,22,94,19,36,71,83,83,79,45,100,17,41,59,93,100,66,91,62,30,28,13,52,49,59,4,30,59,69,73,12,77,68,41,26,30,0,22,77,32,12,97,64,4,30,64,57,37,76,34,16,85,67,62,68,74,69,28,74,98,41,75,41,12,59,83,46,82,36,87,17,2,76,88,46,70,94,91,25,92,93,31,54,19,35,82,20,85,39,19,0,92,27,22,28
2017-12-01,38,47,32,83,46,42,13,51,27,78,81,73,64,63,54,61,34,25,65,11,9,15,78,61,65,15,22,31,81,17,66,74,83,41,30,20,69,19,54,23,87,26,35,85,83,59,72,44,88,12,50,44,59,48,50,73,75,36,17,16,56,46,48,5,24,69,59,80,12,82,59,36,25,30,0,32,81,31,10,85,54,7,38,59,70,45,72,33,11,92,74,61,48,68,67,32,61,60,39,71,56,3,44,82,47,81,36,86,13,2,48,69,39,89,73,50,27,70,36,30,79,27,35,59,20,71,35,17,12,24,19,11,21
2018-01-01,70,38,32,46,67,44,17,76,44,86,97,84,81,52,85,59,54,42,87,21,5,0,87,50,82,12,30,42,96,11,100,95,100,56,22,26,81,18,26,29,74,40,48,66,95,31,74,38,79,15,56,47,45,27,63,80,100,37,31,30,44,66,64,4,29,90,69,93,47,100,58,48,30,31,0,23,77,46,17,88,74,11,36,59,86,48,76,35,17,57,100,83,19,66,80,25,36,48,34,85,75,3,30,68,60,87,43,94,11,40,54,50,76,79,68,56,38,53,31,62,94,25,45,61,48,59,44,20,0,10,29,23,36
2018-02-01,64,34,32,56,56,69,22,76,52,87,83,69,75,52,84,53,47,49,83,14,17,12,76,43,74,22,36,44,86,6,87,85,84,72,26,30,62,18,18,29,80,31,46,71,67,30,67,41,80,14,55,56,40,20,56,83,74,45,33,25,35,60,50,4,26,86,55,88,18,84,66,44,44,33,29,23,79,57,13,85,75,16,35,57,75,44,56,37,23,49,77,84,9,65,87,41,22,43,37,91,34,2,21,70,54,75,45,83,13,5,47,38,73,79,63,41,53,53,25,70,67,39,41,52,45,73,44,22,12,8,29,25,31
2018-03-01,75,35,31,40,67,88,33,72,36,90,94,69,79,62,82,53,55,47,79,15,8,11,76,38,100,21,41,35,94,8,79,79,78,56,21,37,69,19,16,31,82,42,44,60,70,43,73,41,71,18,59,65,46,24,56,82,53,65,31,20,46,65,52,8,25,89,59,85,17,96,64,37,55,34,0,18,71,63,20,85,77,23,43,58,65,58,60,39,21,61,87,73,8,79,88,45,21,48,35,100,18,2,26,77,68,84,49,91,20,4,46,36,74,72,62,36,57,67,25,66,77,30,45,54,44,55,45,25,11,9,24,21,31
2018-04-01,66,35,31,39,73,86,24,79,45,95,88,73,73,39,92,66,65,44,71,8,14,12,76,36,76,17,59,28,90,11,81,83,58,63,21,44,61,24,15,41,69,25,47,61,56,76,60,45,73,15,45,68,49,27,64,100,58,58,46,57,47,73,53,3,28,93,60,84,77,85,76,50,98,42,27,24,68,58,33,95,68,19,43,60,57,57,46,41,26,56,88,81,10,92,85,46,26,46,39,93,14,2,31,63,74,79,52,73,30,64,38,36,78,69,61,32,68,62,26,52,64,36,56,47,35,47,53,35,12,10,28,24,36
2018-05-01,63,34,40,41,63,69,22,86,32,90,85,63,66,60,97,56,81,56,84,8,17,15,70,30,67,11,69,30,73,14,74,76,73,52,31,54,58,38,15,52,63,29,45,62,50,79,60,43,62,22,46,64,40,20,66,94,50,75,46,43,38,82,49,7,33,74,56,100,49,89,96,43,80,57,0,21,60,80,55,100,65,25,43,64,46,51,53,42,36,51,83,89,10,97,81,47,26,38,32,70,4,2,29,67,82,74,64,82,82,38,33,31,75,68,53,30,89,53,20,31,45,38,74,47,32,48,50,60,0,6,36,20,44
2018-06-01,50,31,60,38,52,61,29,91,47,90,77,67,76,46,100,79,86,69,85,31,16,9,70,25,64,18,85,32,73,50,78,69,76,39,68,34,66,44,17,70,48,37,49,61,64,55,70,54,68,31,45,77,42,25,68,95,65,80,44,26,22,76,53,4,74,72,42,81,25,87,81,51,50,99,0,23,44,93,100,88,63,59,54,72,35,54,37,48,66,47,90,90,8,99,68,68,24,38,37,72,3,2,27,63,92,69,70,80,82,10,30,37,94,69,49,39,97,57,20,18,36,50,83,47,19,63,51,81,0,6,56,21,57
2018-07-01,61,32,68,39,48,45,23,100,34,93,84,77,91,51,99,64,96,100,77,14,20,9,70,23,71,18,100,39,73,37,80,74,51,45,100,34,70,60,17,99,57,32,65,61,60,46,68,78,69,37,40,74,55,27,63,91,55,87,28,27,39,80,51,10,74,63,43,83,21,89,94,85,34,100,0,20,41,80,47,79,81,74,79,100,29,28,76,52,96,47,99,94,14,89,82,95,24,38,41,78,2,3,22,68,76,79,100,77,44,6,29,26,79,66,50,52,66,61,20,22,31,72,96,43,13,45,42,100,36,7,89,27,90
2018-08-01,54,37,42,33,59,43,17,84,33,87,82,74,81,48,89,86,67,65,63,11,7,8,65,23,66,43,78,44,73,45,72,66,82,55,40,22,50,50,16,75,56,36,77,41,52,29,57,93,64,34,36,93,54,24,54,91,54,74,26,25,40,64,47,4,43,56,44,76,17,86,90,100,26,64,0,19,43,62,19,89,72,62,93,75,32,40,36,54,93,68,76,96,14,73,69,100,21,36,75,87,3,5,27,48,62,74,54,68,26,5,32,29,58,60,48,47,42,77,19,34,32,74,86,40,15,50,43,74,0,6,75,21,65
2018-09-01,64,77,28,36,82,36,17,63,24,83,78,69,74,42,83,81,42,37,64,22,8,12,66,26,67,27,50,53,73,20,71,69,75,55,22,24,54,58,17,41,71,31,62,51,57,34,57,87,64,19,28,100,44,20,53,93,60,81,34,21,31,60,44,4,34,59,56,72,15,92,74,49,29,52,0,34,46,48,20,89,67,33,68,57,35,38,40,50,49,79,66,100,23,62,78,90,25,37,66,88,4,22,40,56,57,75,51,79,19,4,36,39,47,59,47,59,37,60,20,29,33,49,60,41,12,50,34,40,0,8,42,19,41
2018-10-01,60,90,25,37,75,37,26,50,23,87,79,67,67,48,74,58,35,26,66,8,8,0,71,35,64,33,34,39,77,22,73,75,83,50,20,32,63,100,22,24,74,39,48,61,60,69,59,67,65,17,31,79,39,22,52,98,63,39,38,18,32,46,46,2,32,68,59,70,14,91,68,44,28,53,0,21,55,53,13,87,69,14,41,51,38,52,57,40,23,81,66,81,46,59,67,53,38,40,57,80,12,100,84,73,56,80,37,82,14,3,43,38,48,60,53,89,32,51,24,32,44,24,40,55,16,42,35,26,12,10,30,23,31
2018-11-01,55,86,31,54,66,46,21,46,14,82,100,100,70,76,64,52,31,28,66,13,11,30,100,100,70,34,18,29,100,34,80,100,80,41,29,38,96,28,83,23,78,45,33,78,93,91,80,72,99,17,36,55,100,99,75,97,77,40,31,100,47,44,55,3,27,72,66,95,100,83,73,46,31,35,0,17,92,45,11,94,77,11,34,65,55,44,83,37,15,92,75,65,68,73,74,37,74,100,43,81,36,13,76,100,58,83,41,87,15,100,79,86,45,74,100,87,28,90,92,20,50,22,36,81,17,88,40,19,12,100,25,32,26
2018-12-01,46,46,33,81,59,45,13,49,27,77,91,83,60,63,60,44,41,31,60,16,4,12,82,63,65,22,19,46,89,6,65,84,77,41,30,29,80,20,55,23,100,40,33,77,90,63,85,61,90,15,51,53,65,37,56,93,65,29,21,53,40,43,47,4,22,81,67,91,50,96,79,36,20,39,28,27,89,39,9,87,78,4,32,61,71,44,76,38,16,88,77,68,42,60,65,43,68,62,35,71,49,3,40,88,48,81,41,100,14,44,55,60,46,94,78,49,29,77,35,34,65,13,35,56,21,100,37,17,12,24,21,21,21
