date,Alfalfa Sprouts,Apple,Apricot,Artichoke,Asian Pear,Asparagus,Atemoya,Avocado,Bamboo Shoots,Banana,Bean Sprouts,Beans,Beets,Bell Peppers,Bitter Melon,Blackberries,Blueberries,Bok Choy,Boniato,Boysenberries,Broccoli,Brussels Sprouts,Cabbage,Cantaloupe,Carambola,Carrots,Cauliflower,Celery,Chayote,Cherimoya,Cherries,Coconuts,Collard Greens,Corn,Cranberries,Cucumber,Dates,Eggplant,Endive,Escarole,Feijoa,Fennel,Figs,Garlic,Gooseberries,Grapefruit,Grapes,Green Beans,Green Onions,Greens,Guava,Hominy,Honeydew Melon,Horned Melon,Iceberg Lettuce,Jerusalem Artichoke,Jicama,Kale,Kiwifruit,Kohlrabi,Kumquat,Leeks,Lemons,Lettuce,Lima Beans,Limes,Longan,Loquat,Lychee,Malanga,Mangos,Mulberries,Mushrooms,Napa,Nectarines,Okra,Onion,Oranges,Papayas,Parsnip,Passion Fruit,Peaches,Pears,Peas,Peppers,Persimmons,Pineapple,Plantains,Plums,Pomegranate,Potatoes,Prickly Pear,Prunes,Pummelo,Pumpkin,Quince,Radicchio,Radishes,Raisins,Raspberries,Red Cabbage,Rhubarb,Romaine Lettuce,Rutabaga,Shallots,Snow Peas,Spinach,Sprouts,Squash,Strawberries,String Beans,Sweet Potato,Tangelo,Tangerines,Tomatillo,Tomato,Turnip,Water Chestnuts,Watercress,Watermelon,Yams,Yellow Squash,Cassava,Zucchini Squash
2017-08-01,14,47,16,31,0,6,0,76,0,57,10,87,22,10,19,25,15,36,0,0,50,17,11,57,8,31,87,66,0,4,10,0,0,34,16,100,11,71,28,0,19,19,31,37,0,50,48,46,32,28,62,0,29,0,21,0,8,28,0,51,29,24,11,58,0,25,11,7,62,0,12,0,20,0,51,12,23,18,13,23,30,18,27,47,31,0,30,0,26,19,61,0,12,9,26,0,49,16,28,31,0,19,0,20,10,9,46,32,45,15,25,62,10,18,14,42,19,0,19,56,10,0,17,25
2017-09-01,14,68,15,16,0,7,35,62,0,53,10,78,15,10,9,17,17,0,35,0,44,25,16,24,21,34,56,33,17,35,3,0,16,25,31,68,16,68,14,17,39,22,34,33,0,44,32,41,33,29,47,0,30,0,21,9,13,42,0,34,27,22,0,75,0,19,31,5,33,0,9,0,17,29,0,20,33,18,0,42,34,14,18,38,39,0,38,0,32,22,62,38,12,0,43,0,38,16,19,0,0,10,43,0,0,13,71,30,89,12,19,57,10,19,21,40,24,0,19,40,0,28,17,39
2017-10-01,0,74,13,32,11,4,66,62,0,62,0,76,21,9,9,0,11,20,32,0,62,26,17,9,16,47,60,69,16,100,9,0,15,42,23,41,15,68,48,16,33,18,21,37,0,54,27,30,31,24,48,0,28,0,0,9,8,43,0,39,37,21,11,63,8,12,16,8,56,0,13,0,30,28,0,10,22,27,6,58,32,0,17,33,41,20,36,18,28,47,67,0,11,13,98,27,50,15,42,23,9,9,0,37,10,8,77,52,100,11,18,58,0,17,19,37,27,0,18,30,10,44,12,14
2017-11-01,13,74,12,35,0,8,0,60,0,52,10,72,18,15,9,47,14,20,0,0,73,100,22,10,20,44,68,57,24,44,6,0,0,27,29,57,15,45,35,0,59,24,30,47,0,62,16,41,0,19,64,0,0,37,0,15,0,63,0,32,30,14,11,40,8,18,16,5,45,0,17,0,18,28,29,17,43,17,6,31,23,0,37,50,27,30,25,0,35,50,100,0,0,0,29,22,70,0,31,12,18,0,20,28,10,8,61,64,65,9,27,99,10,18,0,41,18,0,0,17,43,54,32,22
2017-12-01,0,69,5,52,0,10,0,65,0,52,0,87,19,10,19,0,30,10,34,0,55,38,14,7,13,65,87,66,28,40,5,0,16,28,29,27,11,47,18,17,38,19,23,49,11,71,28,40,0,14,50,0,30,39,0,9,8,80,0,30,72,15,34,34,14,6,25,5,86,0,23,0,27,29,0,10,29,30,7,33,31,14,23,26,17,21,28,0,27,31,84,0,12,9,22,9,65,15,9,18,19,10,14,0,10,8,69,73,40,7,19,49,0,18,10,41,27,0,19,27,20,28,9,15
2018-01-01,12,55,4,40,0,10,0,93,0,61,9,100,25,11,8,15,30,19,0,0,86,79,23,10,34,64,96,78,30,24,5,0,0,25,100,53,16,62,29,25,17,36,23,61,0,89,38,39,29,18,54,40,0,0,19,11,8,100,0,40,47,31,10,55,8,11,19,6,95,61,22,0,30,26,0,12,31,12,6,42,25,6,23,42,39,19,35,0,24,39,80,0,0,8,18,0,70,19,33,11,13,0,30,45,14,8,63,75,34,15,25,53,9,28,9,47,22,0,17,23,18,25,19,14
2018-02-01,14,61,13,42,0,17,0,84,0,51,10,80,26,10,10,17,51,32,0,0,97,33,20,21,9,69,100,67,17,37,7,12,16,22,47,41,22,74,19,0,12,33,13,49,0,100,40,32,0,26,63,0,30,0,21,9,26,56,0,45,59,40,23,52,9,6,23,14,47,70,12,34,26,29,0,8,29,32,11,42,26,14,16,68,24,43,41,0,17,28,86,0,29,19,22,0,62,16,28,43,19,0,14,20,10,22,99,59,28,30,0,54,21,19,10,41,32,0,10,25,20,42,13,15
2018-03-01,12,58,6,67,0,19,32,80,0,53,0,79,17,9,26,15,21,29,0,0,96,69,19,19,19,31,73,49,15,37,8,0,36,32,39,45,15,64,32,15,37,16,29,41,10,74,52,43,0,34,65,0,41,0,0,20,8,73,0,52,100,14,10,46,8,20,18,7,45,63,16,0,26,0,0,12,32,27,6,77,27,10,24,54,20,0,33,0,10,43,69,0,22,0,15,0,55,14,28,34,18,27,13,36,9,16,86,43,38,17,17,63,9,34,16,49,22,0,18,35,9,26,8,14
2018-04-01,0,53,5,41,0,53,0,89,0,45,10,99,11,19,9,0,27,20,33,0,81,16,13,40,19,24,50,97,16,30,3,0,15,24,38,55,21,80,27,0,71,6,27,51,0,48,33,48,32,14,49,43,29,0,0,18,11,51,0,74,95,21,11,66,0,18,22,9,23,67,16,0,30,28,0,25,27,18,6,45,33,14,13,60,44,0,50,18,19,18,61,37,0,0,14,9,40,30,25,36,9,47,28,29,10,17,64,36,29,16,18,48,0,36,10,54,25,0,28,41,19,0,0,30
2018-05-01,13,58,16,30,0,88,0,87,0,52,14,80,18,14,33,32,43,30,0,0,56,39,12,19,24,38,79,57,16,22,13,0,0,36,47,80,20,53,13,16,44,15,16,30,21,43,32,19,0,24,60,0,28,0,0,17,8,46,0,84,77,14,16,75,8,15,13,29,52,0,10,0,23,0,0,15,41,16,13,22,23,0,10,50,36,20,36,0,30,29,63,0,22,9,13,0,38,15,40,23,14,64,27,19,14,8,75,40,22,34,0,65,10,17,13,50,24,0,9,75,10,53,12,14
2018-06-01,13,45,22,27,11,31,32,95,0,52,16,96,19,12,9,31,24,24,32,0,60,15,18,67,18,35,59,31,0,6,21,0,15,35,29,74,20,79,17,0,18,26,16,46,10,51,28,24,31,16,44,0,0,0,19,9,8,29,0,100,49,14,10,50,0,20,32,13,46,0,7,0,28,0,43,26,38,15,12,35,17,17,19,49,22,20,38,0,14,31,54,0,22,0,18,26,33,15,15,35,0,36,27,19,0,8,37,31,37,19,17,46,10,0,0,49,22,0,14,77,14,53,40,33
2018-07-01,0,47,20,39,11,11,32,100,0,51,9,79,21,9,0,36,24,15,0,0,60,15,18,100,21,43,44,31,31,9,17,0,0,26,25,96,20,66,19,16,43,13,29,40,20,63,45,56,30,29,55,0,55,0,19,9,8,51,0,66,38,18,31,61,8,9,20,7,43,0,7,32,24,27,43,17,18,23,12,30,21,13,31,68,22,0,41,0,27,29,52,0,11,0,20,0,69,15,24,51,9,9,40,27,0,8,51,30,33,20,0,56,0,0,16,49,23,0,9,92,0,26,0,28
2018-08-01,13,54,16,37,0,10,0,88,0,50,9,93,18,18,9,39,11,16,0,0,52,31,20,75,29,44,71,37,16,9,14,0,0,24,36,46,0,83,17,0,36,18,37,46,10,41,32,38,30,24,60,0,28,0,20,9,0,42,0,46,50,0,37,56,0,23,29,5,44,65,15,0,19,27,58,15,31,14,16,18,25,7,17,22,45,0,32,0,53,26,53,0,22,0,26,9,50,15,19,29,18,9,22,19,0,8,60,36,55,14,0,45,0,26,14,54,22,0,9,78,14,26,16,22
2018-09-01,13,82,24,38,0,6,33,67,0,54,19,65,18,14,9,16,11,10,0,0,66,16,16,35,8,45,61,57,16,24,6,0,15,45,22,52,14,88,13,16,56,20,41,51,0,41,52,42,0,19,50,0,57,0,0,0,11,47,0,42,43,14,11,53,8,12,29,12,26,0,15,0,25,0,60,15,28,11,6,45,26,10,10,59,25,0,26,0,26,27,64,36,11,0,51,13,51,15,22,12,14,9,28,19,10,16,45,50,61,8,18,54,20,18,10,35,30,0,9,42,19,27,12,25
2018-10-01,12,80,8,31,0,6,0,62,0,61,15,75,19,22,17,15,31,13,31,0,71,50,11,12,26,42,97,91,46,52,9,0,14,43,36,59,10,61,30,0,39,11,23,36,0,51,31,42,0,26,61,0,0,0,19,17,0,51,17,52,56,27,10,47,8,11,31,9,48,0,11,31,18,52,0,7,32,26,0,21,21,0,33,59,35,0,25,0,27,28,55,34,43,9,100,38,69,14,21,11,18,9,13,18,9,8,88,67,93,9,34,62,9,17,9,39,30,0,9,34,28,38,8,0
2018-11-01,25,61,16,36,0,6,32,62,0,71,9,84,32,18,9,0,41,16,31,0,69,30,16,12,36,45,65,79,0,49,6,0,14,26,47,72,10,57,30,0,67,20,39,53,0,52,26,53,45,23,63,0,0,35,19,0,8,63,0,42,60,22,31,100,8,20,15,4,53,0,13,0,21,0,0,21,27,23,6,30,20,0,28,40,26,39,35,0,20,37,91,0,0,9,34,8,73,0,23,17,21,9,100,36,19,8,74,74,74,9,0,100,0,28,23,40,29,0,12,33,55,25,16,14
2018-12-01,0,66,9,54,0,8,65,62,0,69,9,69,30,9,15,16,25,20,0,0,51,72,21,9,29,61,37,56,16,31,5,0,0,24,39,43,10,51,26,0,40,23,29,48,0,64,24,35,31,24,41,0,0,0,19,17,0,68,0,32,68,21,11,35,0,23,29,0,79,0,17,0,19,41,0,11,33,31,6,48,33,7,24,44,23,20,24,0,30,38,77,0,22,0,23,18,100,29,26,23,21,18,40,28,10,0,58,100,46,11,17,68,0,17,19,34,19,0,12,33,24,0,16,21
